hour_of_day,day_of_week,is_weekend,is_peak_hour,stop_count,distance_km,weather,congestion_index,passenger_load,actual_travel_time_minutes
14,0,0,0,10,2.1,0,0.367,0.378,14.3
12,5,1,0,4,23.8,4,0.387,0.763,103.8
21,4,0,0,9,20.6,0,0.272,0.351,69.6
7,0,0,1,3,17.6,0,0.811,0.752,73.7
13,2,0,0,9,23.0,2,0.46,0.727,89.4
17,6,1,1,8,9.8,1,0.536,0.912,49.9
15,1,0,0,3,5.2,2,0.381,0.486,25.6
20,4,0,0,14,29.8,0,0.38,0.451,126.3
12,0,0,0,14,23.9,0,0.258,0.267,84.3
20,4,0,0,10,25.4,0,0.453,0.408,108.6
6,6,1,0,7,13.3,2,0.337,0.773,53.2
19,3,0,1,13,15.6,4,0.813,0.668,93.9
19,1,0,1,9,25.8,0,0.513,0.535,104.2
18,1,0,1,10,2.8,0,0.782,0.748,16.8
12,2,0,0,4,6.0,1,0.178,0.275,26.6
8,4,0,1,5,28.9,0,0.849,0.805,98.5
20,0,0,0,12,29.9,4,0.441,0.44,160.8
21,2,0,0,8,5.4,2,0.435,0.569,30.4
5,5,1,0,5,19.3,0,0.131,0.465,65.2
7,3,0,1,8,15.0,0,0.553,0.521,60.1
5,1,0,0,8,25.9,1,0.416,0.294,98.8
9,0,0,1,5,7.7,0,0.554,0.878,30.8
12,6,1,0,5,2.3,0,0.202,0.172,14.1
21,5,1,0,6,26.9,1,0.3,0.463,96.0
6,3,0,0,6,20.6,4,0.501,0.301,80.8
8,6,1,1,11,8.1,0,0.529,0.965,37.5
20,4,0,0,3,10.8,0,0.242,0.237,37.1
19,1,0,1,9,6.5,0,0.635,0.678,33.3
12,0,0,0,14,29.7,0,0.438,0.471,136.1
22,4,0,0,4,9.1,0,0.373,0.327,33.1
14,3,0,0,9,22.5,0,0.572,0.337,93.5
8,2,0,1,8,9.2,4,0.79,0.701,54.8
8,5,1,1,9,19.3,2,0.831,0.83,85.7
16,5,1,0,3,9.2,2,0.378,0.518,34.3
17,2,0,1,11,2.3,2,0.911,0.562,24.7
15,5,1,0,7,22.1,0,0.055,0.408,69.4
6,5,1,0,11,22.9,0,0.272,0.302,76.7
6,6,1,0,3,23.6,1,0.195,0.268,77.2
22,1,0,0,8,4.4,0,0.475,0.215,23.0
22,4,0,0,8,28.3,0,0.379,0.346,87.2
21,0,0,0,6,20.8,0,0.367,0.482,85.5
5,0,0,0,12,14.3,2,0.445,0.411,72.5
5,5,1,0,13,20.0,1,0.0,0.38,77.2
16,6,1,0,13,22.8,1,0.2,0.459,81.7
22,6,1,0,5,19.3,0,0.2,0.524,68.6
10,5,1,0,4,25.7,4,0.275,0.522,107.0
11,3,0,0,13,18.3,1,0.331,0.497,72.8
22,1,0,0,7,19.8,0,0.389,0.234,76.1
19,4,0,1,13,27.7,0,0.778,0.717,116.7
12,2,0,0,6,9.8,0,0.218,0.432,34.6
9,3,0,1,6,20.3,3,0.604,0.677,103.0
10,4,0,0,14,20.1,2,0.459,0.555,80.0
17,0,0,1,13,23.3,0,0.637,0.761,102.5
14,3,0,0,9,9.9,4,0.545,0.424,50.6
20,1,0,0,13,4.9,3,0.518,0.42,29.1
7,0,0,1,6,20.6,4,0.848,0.812,119.7
8,4,0,1,12,12.2,0,0.854,0.624,68.4
18,1,0,1,6,17.9,2,0.622,0.74,76.4
12,5,1,0,14,7.3,0,0.164,0.21,30.0
19,6,1,1,13,27.5,1,0.394,0.688,119.9
18,2,0,1,5,8.0,2,0.846,0.742,45.7
17,2,0,1,5,27.1,0,0.67,0.551,99.9
19,3,0,1,14,27.9,0,0.627,0.392,113.6
16,6,1,0,6,29.9,2,0.343,0.58,114.5
22,1,0,0,7,22.9,1,0.356,0.475,92.6
13,0,0,0,6,14.5,4,0.528,0.248,67.0
22,4,0,0,6,10.5,1,0.36,0.679,38.9
19,4,0,1,13,19.0,2,0.658,0.738,110.3
22,3,0,0,13,7.5,0,0.367,0.212,34.3
11,2,0,0,11,2.6,0,0.315,0.468,16.9
16,5,1,0,13,12.4,1,0.208,0.375,52.0
18,1,0,1,6,27.7,2,0.971,0.504,142.2
9,6,1,1,5,22.5,2,0.543,0.852,94.0
7,6,1,1,6,11.4,3,0.62,0.926,56.9
11,2,0,0,9,17.4,2,0.487,0.293,78.4
9,0,0,1,10,12.0,1,0.684,0.574,56.4
8,3,0,1,4,18.7,2,0.834,0.844,96.0
21,5,1,0,10,17.0,1,0.267,0.419,73.4
11,5,1,0,3,5.9,2,0.446,0.375,25.6
13,3,0,0,11,21.1,1,0.263,0.373,81.3
8,1,0,1,5,20.4,2,0.744,0.49,95.0
20,1,0,0,14,13.7,4,0.529,0.653,85.9
19,3,0,1,14,8.6,3,0.919,0.768,62.3
15,2,0,0,12,9.3,1,0.18,0.174,34.0
11,0,0,0,8,17.4,0,0.42,0.453,64.2
9,1,0,1,8,29.6,4,0.835,0.781,153.8
11,4,0,0,4,19.9,0,0.264,0.537,66.2
12,3,0,0,9,16.1,2,0.426,0.255,68.7
7,4,0,1,10,24.4,2,0.594,0.785,110.2
5,1,0,0,14,10.1,4,0.377,0.376,56.2
13,1,0,0,6,11.5,0,0.227,0.557,36.3
15,3,0,0,4,23.8,1,0.419,0.55,84.2
18,6,1,1,9,2.1,2,0.575,0.731,17.1
11,0,0,0,10,5.5,1,0.259,0.501,28.6
18,6,1,1,12,20.2,0,0.406,0.687,92.6
8,4,0,1,13,4.6,0,0.531,1.0,23.0
18,1,0,1,5,2.2,0,0.657,0.727,10.7
15,3,0,0,12,12.2,3,0.258,0.326,54.0
12,5,1,0,4,8.2,0,0.274,0.382,28.7
13,5,1,0,9,20.8,0,0.119,0.601,64.3
13,4,0,0,14,3.7,2,0.576,0.231,33.7
5,0,0,0,7,13.2,0,0.301,0.272,52.0
15,3,0,0,6,14.5,1,0.364,0.526,56.8
7,4,0,1,4,29.9,0,0.656,0.744,105.7
12,2,0,0,4,29.5,2,0.364,0.151,130.4
8,2,0,1,13,19.7,0,0.513,0.758,91.5
6,6,1,0,11,21.1,2,0.423,0.446,80.8
12,3,0,0,7,16.5,2,0.338,0.321,66.8
11,2,0,0,7,8.1,4,0.358,0.425,34.6
16,6,1,0,12,22.0,0,0.385,0.499,90.8
10,4,0,0,14,21.4,0,0.22,0.582,74.5
6,6,1,0,6,15.7,2,0.249,0.499,56.5
10,3,0,0,6,7.4,1,0.279,0.31,29.3
10,5,1,0,11,26.9,0,0.381,0.492,92.2
19,5,1,1,7,23.1,0,0.429,0.626,92.5
15,6,1,0,14,17.3,2,0.459,0.363,90.0
7,2,0,1,7,2.6,0,0.761,0.525,16.6
12,0,0,0,10,24.4,0,0.359,0.773,92.6
9,3,0,1,12,21.2,1,0.366,0.732,86.0
5,2,0,0,10,10.9,0,0.273,0.563,41.1
22,3,0,0,10,14.0,2,0.253,0.211,56.8
7,2,0,1,12,26.3,1,0.925,0.909,113.6
12,0,0,0,14,17.9,0,0.198,0.302,68.4
12,0,0,0,7,21.5,1,0.228,0.328,83.5
21,5,1,0,4,2.8,0,0.244,0.568,14.8
17,6,1,1,9,18.8,1,0.538,0.868,74.7
22,0,0,0,9,25.2,1,0.326,0.766,97.7
17,3,0,1,9,14.8,1,0.696,0.991,66.0
20,2,0,0,8,9.5,2,0.522,0.573,45.2
17,2,0,1,7,16.8,1,0.383,0.51,56.7
12,3,0,0,4,27.2,2,0.458,0.441,114.8
18,0,0,1,14,10.7,0,0.601,0.421,52.3
19,2,0,1,12,11.1,0,0.642,0.647,53.1
19,2,0,1,12,19.0,1,0.857,0.795,83.6
21,3,0,0,10,27.0,1,0.303,0.246,104.1
7,4,0,1,5,10.3,1,0.495,0.707,48.1
8,1,0,1,14,25.4,1,0.451,0.969,97.5
22,5,1,0,8,24.6,1,0.237,0.494,89.0
10,3,0,0,13,28.2,0,0.143,0.428,108.1
15,4,0,0,5,3.4,0,0.364,0.649,15.9
7,1,0,1,3,24.0,0,0.422,1.0,95.1
19,4,0,1,9,4.4,0,0.473,0.825,21.7
16,1,0,0,12,22.5,4,0.525,0.535,128.7
20,1,0,0,9,4.3,0,0.361,0.158,19.6
6,3,0,0,5,15.6,4,0.393,0.446,74.0
19,5,1,1,3,10.7,0,0.671,0.72,41.3
22,4,0,0,11,27.0,0,0.301,0.239,97.9
15,1,0,0,9,3.7,0,0.546,0.125,22.9
7,2,0,1,5,9.3,0,0.584,0.564,37.7
5,0,0,0,12,3.6,4,0.409,0.64,27.7
20,6,1,0,7,28.6,0,0.119,0.518,87.5
21,5,1,0,8,6.7,0,0.276,0.453,32.0
7,3,0,1,11,9.8,0,0.806,0.296,62.6
21,2,0,0,3,18.7,1,0.455,0.484,65.4
10,3,0,0,7,29.2,1,0.237,0.34,95.2
7,6,1,1,10,26.3,2,0.71,0.682,118.9
16,1,0,0,6,23.2,1,0.115,0.267,76.4
5,4,0,0,3,26.6,0,0.352,0.321,76.8
6,3,0,0,9,20.6,1,0.335,0.303,75.7
18,2,0,1,9,7.7,2,0.911,0.57,38.6
22,5,1,0,3,20.8,1,0.095,0.349,64.5
11,5,1,0,10,10.5,1,0.178,0.453,44.2
20,5,1,0,8,3.3,0,0.283,0.55,15.5
13,2,0,0,6,20.2,2,0.389,0.485,92.6
7,0,0,1,7,27.6,1,0.788,0.77,124.4
9,4,0,1,3,5.0,1,0.777,0.856,20.7
12,3,0,0,13,10.0,1,0.266,0.092,46.3
16,1,0,0,4,22.4,0,0.101,0.565,78.8
5,2,0,0,11,26.2,0,0.359,0.585,110.6
8,0,0,1,4,29.6,0,0.63,0.674,104.5
11,2,0,0,12,21.5,4,0.456,0.479,111.7
21,6,1,0,10,20.7,0,0.107,0.339,64.9
8,4,0,1,7,23.7,0,0.739,0.504,110.6
14,6,1,0,12,15.8,3,0.517,0.496,68.1
15,3,0,0,13,12.3,1,0.349,0.438,65.6
17,0,0,1,7,9.6,1,0.607,0.878,47.7
19,4,0,1,3,29.4,0,0.629,0.713,113.5
9,6,1,1,6,29.2,1,0.56,0.612,113.8
17,4,0,1,9,16.8,0,0.6,0.488,70.1
18,2,0,1,5,13.0,1,0.622,0.639,61.1
15,2,0,0,7,3.3,0,0.401,0.33,16.7
12,4,0,0,5,19.4,2,0.607,0.26,96.8
13,3,0,0,14,22.7,0,0.352,0.494,78.7
14,5,1,0,9,23.8,1,0.1,0.424,70.2
10,4,0,0,10,27.7,0,0.372,0.249,94.5
10,2,0,0,14,18.1,1,0.372,0.41,79.0
18,1,0,1,13,18.7,0,0.546,0.446,80.2
15,2,0,0,7,25.6,0,0.388,0.441,92.7
5,4,0,0,13,26.2,3,0.399,0.167,129.5
6,3,0,0,10,11.1,0,0.357,0.451,57.6
15,6,1,0,7,29.7,2,0.375,0.523,118.8
21,3,0,0,6,11.1,0,0.323,0.506,43.1
15,5,1,0,9,13.7,1,0.169,0.683,41.5
18,5,1,1,3,19.1,0,0.627,0.599,83.2
5,4,0,0,5,2.9,1,0.254,0.142,12.8
19,0,0,1,4,2.1,4,1.0,0.726,13.1
14,0,0,0,7,5.2,1,0.175,0.34,23.2
8,5,1,1,5,11.7,1,0.506,1.0,43.8
10,0,0,0,4,25.0,1,0.193,0.244,76.0
18,6,1,1,14,25.7,0,0.633,0.6,117.4
18,3,0,1,14,8.3,2,0.721,0.801,53.5
17,5,1,1,11,21.8,0,0.526,0.809,100.0
15,5,1,0,10,28.5,3,0.261,0.147,132.5
12,2,0,0,8,13.6,1,0.522,0.384,68.4
9,4,0,1,12,11.3,0,0.436,0.64,49.0
12,1,0,0,13,24.4,0,0.54,0.27,99.3
22,0,0,0,10,25.3,0,0.329,0.375,94.5
9,5,1,1,12,14.4,1,0.587,0.616,72.9
12,2,0,0,7,3.1,1,0.36,0.332,20.9
11,1,0,0,13,11.6,2,0.477,0.588,56.1
20,3,0,0,14,23.8,3,0.514,0.498,104.2
10,3,0,0,6,14.1,1,0.5,0.396,55.1
20,1,0,0,4,20.2,3,0.189,0.689,80.0
6,6,1,0,14,21.4,4,0.404,0.228,115.6
11,6,1,0,13,20.7,4,0.168,0.441,81.5
8,5,1,1,14,13.9,1,0.286,0.81,61.1
5,0,0,0,10,18.5,2,0.37,0.813,62.9
11,3,0,0,13,22.3,0,0.439,0.25,88.3
16,6,1,0,13,10.2,1,0.218,0.236,43.1
13,3,0,0,4,20.8,1,0.536,0.523,86.1
22,0,0,0,8,14.7,3,0.329,0.177,84.6
6,2,0,0,6,6.7,2,0.577,0.693,35.1
19,5,1,1,6,26.3,0,0.612,0.782,98.5
10,5,1,0,7,12.2,1,0.135,0.437,47.7
5,0,0,0,6,29.4,0,0.283,0.0,115.2
17,4,0,1,3,28.1,4,1.0,0.831,156.1
17,0,0,1,14,29.2,0,0.733,0.6,131.1
11,6,1,0,8,22.4,1,0.159,0.591,79.7
6,0,0,0,5,24.7,0,0.134,0.387,77.8
10,0,0,0,5,16.8,4,0.62,0.496,100.2
20,2,0,0,3,6.8,1,0.234,0.422,22.1
12,1,0,0,11,15.4,1,0.24,0.427,53.6
17,5,1,1,3,6.6,0,0.7,0.738,29.0
7,6,1,1,9,11.2,0,0.684,0.658,58.6
13,2,0,0,8,17.2,4,0.338,0.233,78.7
17,3,0,1,5,19.7,0,0.682,0.916,64.6
14,3,0,0,9,28.6,1,0.043,0.187,75.8
17,6,1,1,9,11.0,0,0.789,0.843,62.5
10,6,1,0,11,10.7,0,0.127,0.037,40.2
5,4,0,0,10,11.9,0,0.351,0.343,46.6
13,5,1,0,10,4.4,1,0.128,0.595,19.6
20,1,0,0,14,5.2,2,0.486,0.668,39.4
12,1,0,0,9,6.7,2,0.372,0.46,32.4
19,4,0,1,9,23.9,1,0.662,0.836,115.4
9,1,0,1,9,26.9,0,0.454,0.723,103.2
10,2,0,0,8,7.7,0,0.517,0.183,35.8
8,1,0,1,6,10.4,1,0.566,0.868,49.4
21,1,0,0,5,19.0,0,0.139,0.583,57.3
6,0,0,0,4,3.1,3,0.394,0.494,15.6
5,3,0,0,5,29.1,4,0.366,0.446,102.9
5,3,0,0,4,11.4,2,0.464,0.466,49.2
21,2,0,0,8,24.1,1,0.205,0.29,80.0
6,2,0,0,13,22.7,0,0.406,0.232,86.3
5,3,0,0,9,3.1,4,0.302,0.434,20.5
16,5,1,0,14,27.7,0,0.271,0.313,96.5
18,6,1,1,11,5.8,0,0.483,0.741,32.3
16,2,0,0,13,21.9,4,0.693,0.388,123.5
22,4,0,0,8,4.9,1,0.472,0.245,22.6
12,4,0,0,11,18.4,1,0.272,0.281,70.8
7,4,0,1,9,24.9,1,0.657,0.62,102.1
5,1,0,0,11,4.0,0,0.177,0.523,24.2
16,6,1,0,6,4.5,4,0.245,0.526,26.4
18,1,0,1,9,15.5,1,0.687,0.668,65.7
14,5,1,0,7,13.7,0,0.174,0.229,40.7
18,5,1,1,8,22.4,1,0.638,0.874,79.8
9,6,1,1,12,25.1,0,0.574,0.92,100.6
8,3,0,1,12,27.2,0,0.723,0.554,117.3
13,1,0,0,3,15.4,1,0.34,0.552,54.9
10,3,0,0,8,16.7,0,0.334,0.455,54.3
20,4,0,0,7,25.6,0,0.356,0.406,79.7
21,6,1,0,10,26.5,0,0.195,0.425,91.2
6,4,0,0,14,18.0,0,0.208,0.345,74.6
8,3,0,1,12,18.8,1,0.556,0.537,83.1
12,4,0,0,6,23.7,1,0.242,0.496,77.8
11,2,0,0,10,27.9,0,0.29,0.563,92.6
9,5,1,1,14,5.3,2,0.835,0.504,42.9
22,3,0,0,7,3.6,0,0.231,0.42,16.0
20,1,0,0,13,22.6,2,0.659,0.314,102.9
11,6,1,0,8,8.6,1,0.25,0.468,43.1
15,4,0,0,8,9.5,0,0.239,0.364,33.7
22,3,0,0,6,6.6,0,0.323,0.236,26.1
16,6,1,0,13,15.9,0,0.36,0.334,60.3
16,0,0,0,13,17.0,1,0.316,0.358,59.0
18,3,0,1,4,11.1,3,0.988,0.64,57.2
20,5,1,0,6,26.3,1,0.235,0.499,104.2
6,6,1,0,13,16.2,0,0.207,0.459,59.3
13,2,0,0,8,18.9,4,0.435,0.378,91.2
17,2,0,1,3,26.2,1,0.519,0.74,98.6
12,6,1,0,12,18.3,2,0.393,0.583,83.5
14,3,0,0,7,9.0,4,0.367,0.239,41.6
20,2,0,0,10,22.7,2,0.364,0.498,106.1
11,0,0,0,10,15.0,3,0.416,0.367,71.1
21,3,0,0,12,26.8,0,0.485,0.624,111.1
10,3,0,0,14,5.5,0,0.231,0.637,23.6
15,2,0,0,6,17.0,1,0.349,0.229,65.6
9,5,1,1,12,2.1,0,0.644,0.894,24.2
13,3,0,0,5,2.4,0,0.202,0.329,12.1
12,5,1,0,5,13.6,0,0.456,0.417,42.5
21,3,0,0,13,6.2,0,0.266,0.418,36.3
14,2,0,0,7,23.1,0,0.387,0.476,79.2
8,2,0,1,7,18.3,1,0.657,0.881,70.1
10,4,0,0,3,17.4,0,0.347,0.253,54.3
9,5,1,1,9,11.7,1,0.631,0.726,55.4
8,3,0,1,8,28.3,0,0.593,0.768,105.9
11,6,1,0,12,17.6,0,0.071,0.256,64.4
10,1,0,0,11,4.5,0,0.101,0.314,24.4
14,2,0,0,7,15.0,1,0.23,0.328,60.6
7,4,0,1,4,2.4,1,0.49,0.558,14.6
11,0,0,0,7,6.3,1,0.325,0.665,30.7
5,2,0,0,4,22.5,4,0.359,0.51,95.4
5,5,1,0,8,23.3,2,0.252,0.349,84.3
21,4,0,0,5,8.0,0,0.345,0.44,35.7
6,5,1,0,5,27.7,1,0.135,0.647,91.8
17,4,0,1,3,15.9,0,0.809,0.835,66.5
21,6,1,0,6,2.9,0,0.342,0.578,18.3
6,5,1,0,3,25.8,0,0.326,0.448,84.2
16,1,0,0,6,2.7,0,0.33,0.414,12.7
14,0,0,0,6,14.6,0,0.307,0.437,53.5
9,3,0,1,12,3.5,2,0.794,0.802,27.7
9,2,0,1,11,10.8,0,0.836,0.781,55.8
7,2,0,1,8,23.3,0,0.519,0.742,98.3
22,2,0,0,8,4.2,1,0.244,0.333,21.3
9,4,0,1,3,17.2,0,0.697,0.822,74.4
11,0,0,0,9,17.7,0,0.357,0.161,69.5
8,4,0,1,9,4.6,2,0.743,0.682,24.9
13,6,1,0,9,19.5,0,0.253,0.56,61.2
22,2,0,0,3,29.4,1,0.047,0.24,83.6
6,3,0,0,13,2.5,1,0.346,0.553,20.2
16,3,0,0,11,4.7,3,0.634,0.537,29.7
10,3,0,0,13,28.8,3,0.557,0.349,132.7
10,3,0,0,4,24.8,0,0.459,0.278,87.2
8,6,1,1,4,2.4,1,0.531,0.763,13.0
9,0,0,1,11,25.2,3,0.899,0.836,126.4
7,1,0,1,6,7.3,0,0.688,0.691,33.9
9,2,0,1,6,18.7,0,0.767,0.973,81.8
12,1,0,0,5,29.1,2,0.527,0.333,111.1
15,1,0,0,4,25.5,4,0.343,0.499,130.8
19,6,1,1,14,11.8,3,0.522,0.928,57.0
12,5,1,0,14,15.4,0,0.072,0.406,61.4
20,0,0,0,11,22.7,0,0.243,0.217,83.7
8,2,0,1,4,11.7,3,0.791,0.607,58.3
17,4,0,1,5,23.8,0,0.815,0.6,94.2
13,3,0,0,5,22.2,1,0.394,0.642,93.7
8,0,0,1,14,3.3,2,0.877,0.774,29.8
8,6,1,1,9,20.4,0,0.539,0.376,74.8
21,0,0,0,8,18.1,0,0.286,0.23,65.7
18,6,1,1,7,3.8,0,0.744,0.342,21.5
5,3,0,0,14,13.3,1,0.306,0.334,60.6
17,4,0,1,11,16.6,0,0.573,0.666,90.2
8,6,1,1,5,10.1,2,0.718,0.614,54.0
22,1,0,0,8,21.7,0,0.162,0.691,67.7
19,1,0,1,14,22.1,0,0.637,0.533,110.9
6,3,0,0,6,2.4,1,0.341,0.476,11.6
5,3,0,0,3,13.7,1,0.283,0.491,43.0
22,3,0,0,6,25.2,0,0.357,0.312,95.3
17,3,0,1,9,9.3,4,0.862,0.65,56.0
12,0,0,0,14,5.9,2,0.349,0.406,39.2
11,5,1,0,10,29.7,1,0.443,0.388,106.4
14,4,0,0,6,15.1,0,0.217,0.391,54.1
16,6,1,0,13,19.6,0,0.082,0.69,67.1
11,4,0,0,7,28.6,0,0.424,0.527,102.7
9,6,1,1,12,8.7,0,0.6,0.615,39.5
8,0,0,1,3,18.4,0,0.758,0.657,77.6
11,4,0,0,9,24.6,1,0.316,0.429,89.5
14,1,0,0,9,15.5,0,0.361,0.451,60.7
19,4,0,1,11,8.3,1,0.76,0.458,38.8
21,6,1,0,6,4.2,0,0.266,0.37,18.4
21,5,1,0,8,9.8,1,0.134,0.235,37.6
18,1,0,1,4,14.0,0,0.835,0.665,57.4
17,1,0,1,5,29.7,1,0.845,0.605,127.7
16,2,0,0,9,28.0,1,0.14,0.466,97.6
21,2,0,0,12,12.7,0,0.467,0.217,52.7
14,4,0,0,14,15.1,1,0.355,0.47,73.5
9,6,1,1,6,29.5,2,0.415,0.684,115.9
20,1,0,0,3,28.9,0,0.249,0.632,88.8
18,5,1,1,11,17.3,0,0.56,0.687,85.6
21,5,1,0,3,21.9,1,0.163,0.236,78.5
6,4,0,0,11,23.6,2,0.587,0.618,97.8
8,0,0,1,13,15.1,4,0.758,0.563,105.2
21,6,1,0,9,5.5,0,0.044,0.387,28.1
20,5,1,0,5,10.5,3,0.312,0.521,49.7
13,1,0,0,6,2.6,0,0.282,0.357,11.5
5,2,0,0,3,6.5,1,0.244,0.168,26.8
8,3,0,1,8,24.7,0,0.754,0.668,96.5
21,4,0,0,12,12.4,4,0.587,0.361,74.5
10,0,0,0,4,23.6,1,0.295,0.219,85.0
19,3,0,1,5,13.1,2,0.493,0.517,51.8
14,6,1,0,5,22.0,0,0.133,0.353,65.1
6,5,1,0,7,23.7,1,0.342,0.528,104.5
17,6,1,1,12,21.5,0,0.365,1.0,69.9
17,1,0,1,7,27.6,1,0.655,0.487,107.3
5,0,0,0,6,28.1,1,0.294,0.585,97.8
11,4,0,0,12,24.2,0,0.147,0.172,77.5
16,0,0,0,11,10.1,0,0.166,0.47,39.4
11,4,0,0,8,15.3,2,0.551,0.293,64.5
5,0,0,0,11,22.7,2,0.184,0.184,102.0
16,5,1,0,6,16.7,0,0.018,0.237,53.4
21,0,0,0,6,9.6,2,0.479,0.633,45.0
13,5,1,0,7,4.4,1,0.227,0.436,20.5
9,4,0,1,9,24.0,0,0.623,0.788,103.2
10,4,0,0,13,17.1,2,0.528,0.277,78.1
15,4,0,0,10,22.0,0,0.419,0.303,89.4
8,3,0,1,14,13.4,1,0.62,0.85,73.6
6,3,0,0,12,26.3,0,0.336,0.438,105.5
16,2,0,0,9,20.1,0,0.292,0.439,67.6
15,6,1,0,9,24.5,0,0.176,0.715,81.2
12,4,0,0,7,19.4,0,0.15,0.1,61.1
5,3,0,0,5,19.8,1,0.177,0.701,75.3
17,2,0,1,13,2.4,0,0.628,0.833,17.2
22,1,0,0,10,12.6,0,0.097,0.709,42.1
15,1,0,0,5,9.9,2,0.401,0.445,45.6
22,4,0,0,13,7.2,0,0.124,0.34,34.4
13,6,1,0,8,28.1,0,0.103,0.284,96.4
8,5,1,1,5,26.5,3,0.58,0.51,119.8
9,5,1,1,12,7.5,1,0.651,0.646,42.2
7,2,0,1,3,26.9,0,0.79,0.545,113.0
12,2,0,0,5,13.4,0,0.373,0.271,50.8
10,6,1,0,14,28.6,0,0.366,0.493,124.9
6,3,0,0,11,29.7,1,0.408,0.577,123.4
14,5,1,0,12,16.5,0,0.245,0.379,68.1
13,0,0,0,10,29.1,0,0.476,0.486,122.2
7,5,1,1,9,9.7,1,0.402,0.592,50.2
7,6,1,1,9,18.5,0,0.701,0.709,84.4
10,4,0,0,10,28.0,1,0.347,0.371,108.5
13,6,1,0,3,25.8,1,0.303,0.484,91.7
10,6,1,0,10,20.7,1,0.128,0.419,79.9
7,3,0,1,8,23.1,1,0.643,0.751,91.9
18,1,0,1,14,13.8,0,0.73,0.653,74.6
13,6,1,0,14,29.8,2,0.252,0.357,122.5
15,5,1,0,12,24.0,0,0.08,0.363,85.1
17,6,1,1,3,23.0,0,0.69,0.895,94.9
22,4,0,0,9,22.6,0,0.177,0.476,74.2
19,5,1,1,9,14.8,3,0.997,0.599,76.4
12,0,0,0,8,24.6,4,0.258,0.411,116.6
16,5,1,0,7,28.5,2,0.589,0.358,127.7
9,4,0,1,14,11.0,0,0.84,0.978,47.1
17,1,0,1,6,11.1,0,0.761,0.586,49.0
19,5,1,1,4,7.1,0,0.56,0.597,32.6
12,3,0,0,12,29.9,0,0.341,0.612,103.6
6,3,0,0,5,23.5,1,0.34,0.102,98.4
19,5,1,1,10,20.7,0,0.731,0.711,86.7
15,1,0,0,5,20.2,1,0.317,0.515,67.7
9,0,0,1,9,22.1,0,0.859,0.529,99.4
12,3,0,0,5,8.5,4,0.379,0.342,36.2
20,4,0,0,6,16.4,2,0.536,0.468,73.3
7,4,0,1,5,2.1,2,0.904,0.607,15.1
16,4,0,0,7,20.7,0,0.108,0.584,68.0
11,6,1,0,4,14.7,0,0.26,0.385,46.3
5,2,0,0,9,5.2,1,0.433,0.339,20.6
5,0,0,0,13,12.1,1,0.216,0.64,60.6
8,0,0,1,8,16.1,2,0.828,0.475,74.5
18,1,0,1,8,10.7,1,0.434,0.737,56.0
8,4,0,1,12,17.5,0,0.539,0.823,76.4
10,4,0,0,7,6.4,0,0.459,0.734,29.3
19,3,0,1,11,19.8,2,0.931,0.8,98.6
18,4,0,1,13,12.1,3,0.894,0.251,74.8
13,4,0,0,12,4.9,0,0.26,0.292,25.4
21,4,0,0,3,7.7,0,0.313,0.513,28.0
12,2,0,0,3,19.4,0,0.274,0.624,75.7
21,4,0,0,5,10.5,2,0.57,0.216,45.3
9,4,0,1,13,20.3,1,0.634,0.703,95.3
5,0,0,0,3,19.4,2,0.616,0.524,78.9
18,6,1,1,8,25.1,0,0.494,0.638,82.3
14,4,0,0,5,26.9,0,0.296,0.346,93.9
9,3,0,1,4,7.1,0,1.0,0.814,30.7
15,6,1,0,11,3.0,1,0.11,0.611,19.2
17,3,0,1,14,21.5,2,0.873,0.613,117.3
17,0,0,1,8,19.2,0,0.916,0.845,91.2
14,6,1,0,12,28.7,4,0.409,0.409,126.4
11,3,0,0,3,24.7,0,0.326,0.421,83.5
6,4,0,0,4,8.2,1,0.276,0.499,29.1
8,5,1,1,4,25.2,3,0.488,0.54,98.9
19,4,0,1,7,25.2,0,0.716,0.724,116.7
7,6,1,1,4,24.3,0,0.339,0.827,71.4
20,1,0,0,11,8.3,3,0.343,0.209,39.6
20,5,1,0,13,10.5,0,0.24,0.414,51.4
18,1,0,1,8,9.3,2,0.661,0.737,49.4
8,4,0,1,11,9.7,2,0.862,0.819,62.5
14,6,1,0,5,24.3,0,0.186,0.307,82.7
9,1,0,1,14,9.8,0,0.694,0.636,48.9
19,1,0,1,8,9.9,1,0.692,0.616,54.6
17,0,0,1,4,10.1,1,0.67,0.796,40.5
10,5,1,0,13,5.5,0,0.144,0.205,35.2
13,4,0,0,6,18.0,2,0.576,0.513,82.7
8,4,0,1,9,4.5,3,1.0,0.559,29.2
9,4,0,1,5,25.1,3,0.709,0.612,108.7
14,2,0,0,14,8.1,0,0.582,0.562,39.4
17,6,1,1,10,2.3,3,0.675,0.809,22.4
18,5,1,1,14,2.3,1,0.402,0.685,17.3
6,1,0,0,4,25.4,1,0.359,0.539,92.0
8,2,0,1,7,17.0,1,0.638,0.651,67.5
19,2,0,1,14,24.2,2,0.783,0.657,122.8
17,4,0,1,10,7.9,2,1.0,0.973,44.5
7,3,0,1,6,27.9,0,0.362,0.721,96.6
16,2,0,0,4,17.4,0,0.266,0.567,57.4
18,3,0,1,6,26.3,1,0.42,0.751,101.6
20,0,0,0,12,25.8,1,0.089,0.362,86.7
